class_id,image_path,name,xmax,xmin,ymax,ymin,lat,long
2,91cdd59f70c6439fe7d5971effd124a7.jpg,POTHOLES,652.0,86.0,944.0,602.0,24.5711399,46.7777938
7,91cdd59f70c6439fe7d5971effd124a7.jpg,BAD_BILLBOARD,1682.0,1540.0,402.0,272.0,24.5711399,46.7777938
7,91cdd59f70c6439fe7d5971effd124a7.jpg,BAD_BILLBOARD,1256.0,1158.0,426.0,352.0,24.5711399,46.7777938
7,f677bc005c07a7f193aeb6b4446d8c62.jpg,BAD_BILLBOARD,1110.0,798.0,456.0,318.0,24.5974348,46.7352277
2,4ff403c16bbb59d06815210cd5359333.jpg,POTHOLES,692.0,304.0,530.0,362.0,24.653063999999997,46.8272107
4,35426050b5eb788be2aee8bccf30a7b8.jpg,CONSTRUCTION_ROAD,2636.0,0.0,1184.0,202.0,24.661884999999998,46.7050082
2,69f337b812a9fd61825b6d91c7bb3a07.jpg,POTHOLES,1714.0,1256.0,906.0,538.0,24.6862055,46.803583399999994
2,69f337b812a9fd61825b6d91c7bb3a07.jpg,POTHOLES,1360.0,1034.0,982.0,636.0,24.6862055,46.803583399999994
9,5c83c39501259cf1f2e092f165f306f8.jpg,CLUTTER_SIDEWALK,816.0,356.0,476.0,332.0,24.6555942,46.8229059
9,5c83c39501259cf1f2e092f165f306f8.jpg,CLUTTER_SIDEWALK,1032.0,664.0,492.0,328.0,24.6555942,46.8229059
0,38e6551fd3fc84bba6248723aa3a0744.jpg,GRAFFITI,756.0,530.0,592.0,462.0,24.5643628,46.7636375
3,9d607798d2d4c0806f7fa9ab9dc6491b.jpg,GARBAGE,722.0,626.0,348.0,290.0,24.6548433,46.7559662
7,9d607798d2d4c0806f7fa9ab9dc6491b.jpg,BAD_BILLBOARD,1416.0,1022.0,364.0,134.0,24.6548433,46.7559662
7,9d607798d2d4c0806f7fa9ab9dc6491b.jpg,BAD_BILLBOARD,1624.0,1276.0,350.0,166.0,24.6548433,46.7559662
2,1ecacdec8ef875a2047bb6ba22443de1.jpg,POTHOLES,592.0,0.0,786.0,412.0,24.649805999999998,46.8291656
2,1ecacdec8ef875a2047bb6ba22443de1.jpg,POTHOLES,666.0,432.0,550.0,356.0,24.649805999999998,46.8291656
2,1ecacdec8ef875a2047bb6ba22443de1.jpg,POTHOLES,1094.0,702.0,644.0,456.0,24.649805999999998,46.8291656
3,1ecacdec8ef875a2047bb6ba22443de1.jpg,GARBAGE,968.0,824.0,452.0,336.0,24.649805999999998,46.8291656
8,1ecacdec8ef875a2047bb6ba22443de1.jpg,SAND_ON_ROAD,1798.0,1088.0,482.0,194.0,24.649805999999998,46.8291656
3,68dee6cb43cbc7680c69a309992f947a.jpg,GARBAGE,660.0,346.0,602.0,420.0,24.6316862,46.6062006
3,68dee6cb43cbc7680c69a309992f947a.jpg,GARBAGE,922.0,732.0,620.0,498.0,24.6316862,46.6062006
0,68dee6cb43cbc7680c69a309992f947a.jpg,GRAFFITI,414.0,172.0,440.0,266.0,24.6316862,46.6062006
9,cbe3dfb20e83df28dd4633c976fdb427.jpg,CLUTTER_SIDEWALK,1180.0,402.0,528.0,346.0,24.653634399999998,46.7526467
9,cbe3dfb20e83df28dd4633c976fdb427.jpg,CLUTTER_SIDEWALK,1696.0,860.0,484.0,324.0,24.653634399999998,46.7526467
3,db1a3bbb58f94a47e71a9c66659db183.jpg,GARBAGE,820.0,718.0,492.0,418.0,24.6846065,46.8094573
3,db1a3bbb58f94a47e71a9c66659db183.jpg,GARBAGE,516.0,288.0,536.0,456.0,24.6846065,46.8094573
3,df47a2df1383777a4c944f37ce567670.jpg,GARBAGE,1844.0,1618.0,434.0,312.0,24.6430199,46.5983686
3,df47a2df1383777a4c944f37ce567670.jpg,GARBAGE,1506.0,1330.0,410.0,304.0,24.6430199,46.5983686
3,1dd55d643aacdb27ad700b9f2ef6a631.jpg,GARBAGE,1856.0,1532.0,708.0,546.0,24.6300827,46.599776600000006
3,1dd55d643aacdb27ad700b9f2ef6a631.jpg,GARBAGE,1320.0,1186.0,944.0,844.0,24.6300827,46.599776600000006
3,1dd55d643aacdb27ad700b9f2ef6a631.jpg,GARBAGE,1226.0,984.0,782.0,630.0,24.6300827,46.599776600000006
3,8ee2038d392b86e38bf8cd02bafe3041.jpg,GARBAGE,714.0,460.0,780.0,598.0,24.6532754,46.7068567
9,fd845ce9b0fc04db73d03844b627de8a.jpg,CLUTTER_SIDEWALK,888.0,118.0,730.0,416.0,24.6428606,46.6101519
9,fd845ce9b0fc04db73d03844b627de8a.jpg,CLUTTER_SIDEWALK,1788.0,804.0,706.0,390.0,24.6428606,46.6101519
8,eb81c4e77e0138e53ae2e118c225bbb8.jpg,SAND_ON_ROAD,1560.0,964.0,450.0,172.0,24.655918099999997,46.702341800000006
0,3f73a96a4a26927f824f6b93d7cdf703.jpg,GRAFFITI,1574.0,1136.0,560.0,302.0,24.584213599999998,46.787793099999995
0,3f73a96a4a26927f824f6b93d7cdf703.jpg,GRAFFITI,2056.0,1390.0,596.0,318.0,24.584213599999998,46.787793099999995
0,3f73a96a4a26927f824f6b93d7cdf703.jpg,GRAFFITI,1600.0,1396.0,588.0,324.0,24.584213599999998,46.787793099999995
0,3f73a96a4a26927f824f6b93d7cdf703.jpg,GRAFFITI,1804.0,972.0,766.0,392.0,24.584213599999998,46.787793099999995
3,3f73a96a4a26927f824f6b93d7cdf703.jpg,GARBAGE,1952.0,1776.0,918.0,776.0,24.584213599999998,46.787793099999995
3,be4252ee56467c82437b3ac109f89258.jpg,GARBAGE,1854.0,1540.0,518.0,376.0,24.5696163,46.7582392
3,be4252ee56467c82437b3ac109f89258.jpg,GARBAGE,1486.0,1330.0,514.0,392.0,24.5696163,46.7582392
0,8cab7d5e9825ae6afa7ff2ad8078dee4.jpg,GRAFFITI,890.0,0.0,492.0,106.0,24.6381448,46.6097357
3,998aae75a69cdc2ad2a3079f744cf19f.jpg,GARBAGE,750.0,532.0,720.0,540.0,24.7127773,46.802491399999994
9,0e2feddfa6d13e4c3d409d8a6df4a59a.jpg,CLUTTER_SIDEWALK,682.0,384.0,538.0,396.0,24.5758921,46.749631
9,0e2feddfa6d13e4c3d409d8a6df4a59a.jpg,CLUTTER_SIDEWALK,546.0,10.0,614.0,392.0,24.5758921,46.749631
9,e406093329573c21614dfeab08aa1abe.jpg,CLUTTER_SIDEWALK,824.0,238.0,668.0,466.0,24.658998099999998,46.6820678
9,e406093329573c21614dfeab08aa1abe.jpg,CLUTTER_SIDEWALK,1630.0,682.0,714.0,418.0,24.658998099999998,46.6820678
9,e406093329573c21614dfeab08aa1abe.jpg,CLUTTER_SIDEWALK,1958.0,1314.0,682.0,472.0,24.658998099999998,46.6820678
8,a63966534cf4929cb550bcbacd18424e.jpg,SAND_ON_ROAD,466.0,0.0,744.0,424.0,24.5717674,46.7562739
7,f3824e6e749dbf4010d591526e581159.jpg,BAD_BILLBOARD,1862.0,1608.0,338.0,128.0,24.6209537,46.7488614
7,f3824e6e749dbf4010d591526e581159.jpg,BAD_BILLBOARD,1402.0,1220.0,380.0,238.0,24.6209537,46.7488614
7,f3824e6e749dbf4010d591526e581159.jpg,BAD_BILLBOARD,1430.0,1240.0,314.0,168.0,24.6209537,46.7488614
8,471dc72d27696d978344841966998f23.jpg,SAND_ON_ROAD,770.0,434.0,466.0,286.0,24.586123699999998,46.7937687
8,471dc72d27696d978344841966998f23.jpg,SAND_ON_ROAD,1070.0,754.0,474.0,348.0,24.586123699999998,46.7937687
8,471dc72d27696d978344841966998f23.jpg,SAND_ON_ROAD,1362.0,962.0,462.0,336.0,24.586123699999998,46.7937687
8,471dc72d27696d978344841966998f23.jpg,SAND_ON_ROAD,498.0,62.0,506.0,290.0,24.586123699999998,46.7937687
4,641caad45035c1880633d363f3a5fcac.jpg,CONSTRUCTION_ROAD,662.0,210.0,548.0,334.0,24.576306,46.7700575
4,641caad45035c1880633d363f3a5fcac.jpg,CONSTRUCTION_ROAD,2006.0,314.0,874.0,252.0,24.576306,46.7700575
0,522cafccf5576f5604a2652a0dcf722d.jpg,GRAFFITI,1148.0,304.0,632.0,160.0,24.584160699999998,46.787685599999996
0,522cafccf5576f5604a2652a0dcf722d.jpg,GRAFFITI,1698.0,686.0,716.0,312.0,24.584160699999998,46.787685599999996
0,522cafccf5576f5604a2652a0dcf722d.jpg,GRAFFITI,2082.0,1284.0,764.0,230.0,24.584160699999998,46.787685599999996
10,522cafccf5576f5604a2652a0dcf722d.jpg,UNKEPT_FACADE,634.0,40.0,390.0,44.0,24.584160699999998,46.787685599999996
10,522cafccf5576f5604a2652a0dcf722d.jpg,UNKEPT_FACADE,1884.0,1080.0,352.0,56.0,24.584160699999998,46.787685599999996
3,55b6ff8a233ca8d54744f574b992d180.jpg,GARBAGE,1630.0,1540.0,398.0,316.0,24.6620031,46.7726384
3,094fdf4fbf2081a81d1d3d055b4f8800.jpg,GARBAGE,834.0,696.0,570.0,420.0,24.6599664,46.683446599999996
2,e72991910ba624603c7191e118afe560.jpg,POTHOLES,340.0,106.0,814.0,642.0,24.5841884,46.792381899999995
2,e72991910ba624603c7191e118afe560.jpg,POTHOLES,578.0,152.0,726.0,468.0,24.5841884,46.792381899999995
2,e72991910ba624603c7191e118afe560.jpg,POTHOLES,518.0,386.0,534.0,404.0,24.5841884,46.792381899999995
2,e72991910ba624603c7191e118afe560.jpg,POTHOLES,1810.0,1326.0,684.0,462.0,24.5841884,46.792381899999995
2,6df1e33c4e4d929177f4c575d178e638.jpg,POTHOLES,830.0,600.0,1028.0,642.0,24.6749535,46.8048284
2,6df1e33c4e4d929177f4c575d178e638.jpg,POTHOLES,1256.0,678.0,982.0,754.0,24.6749535,46.8048284
7,3cfbd1b318d5a246f82e31d6b182da54.jpg,BAD_BILLBOARD,1420.0,1112.0,376.0,134.0,24.6982024,46.8057466
7,3cfbd1b318d5a246f82e31d6b182da54.jpg,BAD_BILLBOARD,1990.0,1312.0,226.0,0.0,24.6982024,46.8057466
3,3cfbd1b318d5a246f82e31d6b182da54.jpg,GARBAGE,1740.0,1556.0,772.0,636.0,24.6982024,46.8057466
9,55a0c5e6238c1184dfb82f33783e97da.jpg,CLUTTER_SIDEWALK,938.0,0.0,774.0,334.0,24.6917228,46.814486699999996
3,145bf4b86cec2b3c547e9c82fcd80119.jpg,GARBAGE,380.0,160.0,610.0,486.0,24.635053,46.591095800000005
3,cc9802d1998c74e7d7a80d55ce5eafe0.jpg,GARBAGE,1662.0,1218.0,906.0,622.0,24.5813926,46.792071299999996
3,cc9802d1998c74e7d7a80d55ce5eafe0.jpg,GARBAGE,1860.0,1570.0,844.0,736.0,24.5813926,46.792071299999996
0,cc9802d1998c74e7d7a80d55ce5eafe0.jpg,GRAFFITI,1574.0,1326.0,590.0,422.0,24.5813926,46.792071299999996
0,cc9802d1998c74e7d7a80d55ce5eafe0.jpg,GRAFFITI,1444.0,1198.0,558.0,442.0,24.5813926,46.792071299999996
0,6572b86e2863c2324d4ac002b8ca6bab.jpg,GRAFFITI,394.0,202.0,574.0,458.0,24.585548799999998,46.7773163
4,c933e0c736bd2f689340c34ed6446ef3.jpg,CONSTRUCTION_ROAD,1434.0,682.0,534.0,296.0,24.653794299999998,46.7121799
7,3cc67ca70be2c13f8b405da8ad45511b.jpg,BAD_BILLBOARD,1920.0,1606.0,424.0,294.0,24.589416399999998,46.785955699999995
7,c5c3f29cd87865bcb93f0d86dad89dc1.jpg,BAD_BILLBOARD,2206.0,490.0,828.0,0.0,24.6829942,46.8100223
0,c10f5c5f8ee5b72be3c6930019687b67.jpg,GRAFFITI,1534.0,1290.0,462.0,314.0,24.70843,46.817117700000004
3,b8a7a9c4ecd91abc304fcbb58495b8e5.jpg,GARBAGE,428.0,330.0,552.0,442.0,24.6767043,46.8111002
4,e3c3f30cdce9a59c92fa3dc1d07dc54f.jpg,CONSTRUCTION_ROAD,1036.0,0.0,788.0,304.0,24.6797878,46.7791285
4,e3c3f30cdce9a59c92fa3dc1d07dc54f.jpg,CONSTRUCTION_ROAD,1394.0,620.0,750.0,318.0,24.6797878,46.7791285
9,6c28b02480fabed35971144f52265328.jpg,CLUTTER_SIDEWALK,400.0,32.0,352.0,254.0,24.651417199999997,46.8217299
9,6c28b02480fabed35971144f52265328.jpg,CLUTTER_SIDEWALK,1096.0,404.0,374.0,250.0,24.651417199999997,46.8217299
9,6c28b02480fabed35971144f52265328.jpg,CLUTTER_SIDEWALK,1696.0,1146.0,416.0,256.0,24.651417199999997,46.8217299
7,2d3b6a997226d959814db4ff2213beea.jpg,BAD_BILLBOARD,1892.0,1402.0,324.0,66.0,24.6538233,46.7121833
